Time,Magnitude (nT),X,Y,Z
1997-07-23T13:23:18.504000,-0.53,-6110184.596269111,6290701.28021297,2935144.68262298
1997-07-23T13:23:51.837000,-0.56,-6110253.220048882,6290706.2247385,2935146.2440732107
1997-07-23T13:24:25.170000,-0.49,-6110323.9222270455,6290711.317953995,2935147.8523062146
1997-07-23T13:24:58.503000,-0.57,-6110392.543851518,6290716.260258676,2935149.412720117
1997-07-23T13:25:31.837000,-0.54,-6110461.164414492,6290721.201469619,2935150.9726236328
1997-07-23T13:26:05.170000,-0.55,-6110531.8632782325,6290726.29127009,2935152.5792630413
1997-07-23T13:26:38.503000,-0.58,-6110600.481685908,6290731.230260243,2935154.138130198
1997-07-23T13:27:11.837000,-0.55,-6110669.099031966,6290736.16815666,2935155.69648706
1997-07-23T13:27:45.170000,-0.67,-6110739.794581164,6290741.254542463,2935157.301533021
1997-07-23T13:28:18.503000,-0.68,-6110808.409771923,6290746.190218209,2935158.858853583
1997-07-23T13:28:51.837000,-0.65,-6110877.023901066,6290751.124800338,2935160.4156638193
1997-07-23T13:29:25.170000,-0.64,-6110947.716136078,6290756.207771237,2935162.0191162745
1997-07-23T13:29:58.503000,-0.61,-6111016.328110041,6290761.140132754,2935163.574890331
1997-07-23T13:30:31.837000,-0.61,-6111084.939022267,6290766.071400714,2935165.130154031
1997-07-23T13:31:05.170000,-0.65,-6111155.627942856,6290771.150957125,2935166.732013159
1997-07-23T13:31:38.503000,-0.58,-6111224.236699903,6290776.080004652,2935168.286240739
1997-07-23T13:32:11.837000,-0.61,-6111292.844395571,6290781.007958562,2935169.8399580223
1997-07-23T13:32:45.170000,-0.6,-6111363.530001856,6290786.084100604,2935171.4402238526
1997-07-23T13:33:28.837000,-0.64,-6111452.92489038,6290792.502264941,2935173.463313762
1997-07-23T13:34:04.170000,-0.6,-6111527.765736428,6290797.874183714,2935175.1563970395
1997-07-23T13:34:37.503000,-0.61,-6111596.36873564,6290802.7972994745,2935176.707856645
1997-07-23T13:35:10.836000,-0.63,-6111664.970673234,6290807.719321619,2935178.2588059236
1997-07-23T13:35:44.170000,-0.68,-6111735.650347172,6290812.789352298,2935179.856219972
1997-07-23T13:36:17.503000,-0.63,-6111804.250129588,6290817.709154486,2935181.40613328
1997-07-23T13:36:50.836000,-0.65,-6111872.8488505045,6290822.627862996,2935182.955536351
1997-07-23T13:37:24.170000,-0.6,-6111943.525210376,6290827.694479843,2935184.55135737
1997-07-23T13:37:57.503000,-0.69,-6112012.1217762325,6290832.610968458,2935186.09972444
1997-07-23T13:38:30.836000,-0.63,-6112080.717280592,6290837.526363635,2935187.647581333
1997-07-23T13:39:04.170000,-0.68,-6112151.3903263975,6290842.589566589,2935189.2418093225
1997-07-23T13:39:37.503000,-0.74,-6112219.983675696,6290847.50274181,2935190.7886302737
1997-07-23T13:40:10.836000,-0.63,-6112288.575963616,6290852.414823713,2935192.334941078
1997-07-23T13:40:44.170000,-0.67,-6112359.245695236,6290857.474613013,2935193.927576127
1997-07-23T13:41:17.503000,-0.73,-6112427.835827976,6290862.384475256,2935195.472851109
1997-07-23T13:41:50.836000,-0.67,-6112496.424899456,6290867.293243944,2935197.0176157947
1997-07-23T13:42:24.170000,-0.73,-6112567.09131713,6290872.349619829,2935198.608658023
1997-07-23T13:42:57.503000,-0.71,-6112635.678233312,6290877.256168918,2935200.1523870355
1997-07-23T13:43:30.836000,-0.71,-6112704.264088234,6290882.161624688,2935201.6956057516
1997-07-23T13:44:04.169000,-0.68,-6112774.927191962,6290887.214587217,2935203.285055219
1997-07-23T13:44:37.503000,-0.72,-6112843.510891822,6290892.117823328,2935204.827238232
1997-07-23T13:45:10.836000,-0.73,-6112912.093530187,6290897.01996636,2935206.368911157
1997-07-23T13:45:44.169000,-0.75,-6112982.753320087,6290902.069515833,2935207.956767923
1997-07-23T13:46:17.503000,-0.73,-6113051.333803628,6290906.969439265,2935209.4974051155
1997-07-23T13:46:50.836000,-0.76,-6113119.913225553,6290911.868269619,2935211.03753222
1997-07-23T13:47:24.169000,-0.76,-6113190.5697018625,6290916.9144058535,2935212.623796314
1997-07-23T13:47:57.503000,-0.79,-6113259.146968965,6290921.811016787,2935214.1628877455
1997-07-23T13:48:30.836000,-0.81,-6113327.72317457,6290926.70653464,2935215.701469149
1997-07-23T13:49:04.169000,-0.78,-6113398.376336933,6290931.749258055,2935217.2861406608
1997-07-23T13:49:37.503000,-0.82,-6113466.950387597,6290936.642556667,2935218.82368648
1997-07-23T13:50:10.836000,-0.82,-6113535.523377,6290941.53476208,2935220.3607221222
1997-07-23T13:50:44.169000,-0.82,-6113606.173225775,6290946.574072916,2935221.943801201
1997-07-23T13:51:17.503000,-0.89,-6113674.744060238,6290951.464059087,2935223.479801349
1997-07-23T13:51:50.836000,-0.81,-6113743.313833441,6290956.352952417,2935225.0152914985
1997-07-23T13:52:24.169000,-0.86,-6113813.960368387,6290961.388850672,2935226.5967781437
1997-07-23T13:52:57.502000,-0.74,-6113882.5279866485,6290966.27552482,2935228.131232739
1997-07-23T13:53:30.836000,-0.8,-6113951.0945435325,6290971.161106068,2935229.665177396
1997-07-23T13:54:04.169000,-0.73,-6114021.73776489,6290976.19359198,2935231.2450716677
1997-07-23T13:54:37.502000,-0.78,-6114090.30216707,6290981.076954224,2935232.77798086
1997-07-23T13:55:10.836000,-0.78,-6114158.865507872,6290985.95922333,2935234.3103799345
1997-07-23T13:55:44.169000,-0.85,-6114229.50541564,6290990.988297079,2935235.888682041
1997-07-23T13:56:17.502000,-0.8,-6114298.066601619,6290995.868347479,2935237.4200457404
1997-07-23T13:56:50.836000,-0.8,-6114366.626726339,6291000.7473050365,2935238.9508995307
1997-08-07T11:06:52.735000,0.96,-8007752.886579593,5770928.987851254,2664523.854427169
1997-08-07T11:07:26.069000,0.95,-8007782.585655533,5770898.739851457,2664509.049137573
1997-08-07T11:07:59.402000,0.97,-8007811.41018458,5770869.38074667,2664494.6789503517
1997-08-07T11:08:32.735000,0.99,-8007840.233684176,5770840.020901009,2664480.3084211284
1997-08-07T11:09:06.069000,1.08,-8007869.929546478,5770809.770588284,2664465.5020635026
1997-08-07T11:09:39.402000,1.12,-8007898.750956298,5770780.409238462,2664451.130839665
1997-08-07T11:10:12.735000,1.1,-8007927.571336666,5770751.047147946,2664436.7592738257
1997-08-07T11:10:46.069000,1.18,-8007957.263985212,5770720.794522113,2664421.9518481405
1997-08-07T11:11:19.402000,1.08,-8007986.082275804,5770691.430927377,2664407.579587716
1997-08-07T11:11:52.735000,0.86,-8008014.899536945,5770662.066592005,2664393.20698529
1997-08-07T11:12:26.069000,1.07,-8008044.588971854,5770631.811653244,2664378.398491605
1997-08-07T11:12:59.402000,1.18,-8008073.4041431,5770602.445813711,2664364.0251946542
1997-08-07T11:13:32.735000,1.24,-8008102.218285132,5770573.079233305,2664349.6515555824
1997-08-07T11:14:06.068000,1.29,-8008131.904506286,5770542.8219817355,2664334.8419939275
1997-08-07T11:14:39.402000,1.24,-8008160.716558423,5770513.4538972275,2664320.4676603605
1997-08-07T11:15:12.735000,1.22,-8008189.52758111,5770484.085071966,2664306.0929847616
1997-08-07T11:15:46.068000,1.24,-8008219.210588386,5770453.825507587,2664291.282355166
1997-08-07T11:16:19.402000,1.21,-8008248.019521058,5770424.455178462,2664276.9069851316
1997-08-07T11:16:52.735000,1.16,-8008276.827424636,5770395.084108344,2664262.5312729464
1997-08-07T11:17:26.068000,1.14,-8008306.507218156,5770364.822231097,2664247.7195754405
1997-08-07T11:17:59.402000,1.26,-8008335.313031601,5770335.449656998,2664233.34316882
1997-08-07T11:18:32.735000,1.17,-8008364.117815713,5770306.076342263,2664218.9664201075
1997-08-07T11:19:06.068000,1.26,-8008393.794395239,5770275.812152325,2664204.1536546913
1997-08-07T11:19:39.402000,1.13,-8008422.597089337,5770246.437333549,2664189.7762115737
1997-08-07T11:20:12.735000,1.18,-8008451.398754222,5770217.061774079,2664175.3984264242
1997-08-07T11:20:46.068000,1.12,-8008481.072119991,5770186.795271331,2664160.5845930376
1997-08-07T11:21:19.402000,1.15,-8008509.8716946235,5770157.418207878,2664146.206113453
1997-08-07T11:21:52.735000,1.07,-8008538.670240043,5770128.040403672,2664131.827291806
1997-08-07T11:22:26.068000,0.99,-8008568.340391936,5770097.771588294,2664117.012390569
1997-08-07T11:22:59.401000,1.05,-8008597.1368473405,5770068.392280105,2664102.632874457
1997-08-07T11:23:32.735000,1.01,-8008625.932273294,5770039.01223128,2664088.2530164034
1997-08-07T11:24:06.068000,1.12,-8008655.599211312,5770008.741103154,2664073.437047285
1997-08-07T11:24:39.401000,1.25,-8008684.392547252,5769979.359550467,2664059.056494766
1997-08-07T11:25:12.735000,1.16,-8008713.184853858,5769949.977256966,2664044.675600215
1997-08-07T11:25:46.068000,1.14,-8008742.848577642,5769919.703816387,2664029.8585632457
1997-08-07T11:26:19.401000,1.24,-8008771.638794235,5769890.3200190235,2664015.476974289
1997-08-07T11:26:52.735000,1.29,-8008800.427981377,5769860.935480965,2664001.0950433603
1997-08-07T11:27:26.068000,1.17,-8008830.0884914035,5769830.659727637,2663986.2769385697
1997-08-07T11:27:59.401000,1.26,-8008858.875588292,5769801.273685894,2663971.8943132055
1997-08-07T11:28:32.735000,1.32,-8008887.661655968,5769771.886903338,2663957.5113458396
1997-08-07T11:29:06.068000,1.3,-8008917.3189518815,5769741.608837558,2663942.692173258
1997-08-07T11:29:39.401000,1.15,-8008946.102929424,5769712.220551259,2663928.308511516
1997-08-07T11:30:12.735000,1.1,-8008974.885877515,5769682.831524085,2663913.9245077423
1997-08-07T11:30:46.068000,1.17,-8009004.539959433,5769652.5511458535,2663899.1042673993
1997-08-07T11:31:19.401000,1.3,-8009033.32081727,5769623.160615175,2663884.719569309
1997-08-07T11:31:52.734000,1.23,-8009062.100645896,5769593.769343623,2663870.3345291577
1997-08-07T11:32:26.068000,1.22,-8009091.75151358,5769563.48665294,2663855.513221053
1997-08-07T11:32:59.401000,1.32,-8009120.529252072,5769534.0938777635,2663841.127486585
1997-08-07T11:33:32.734000,1.28,-8009149.305961112,5769504.700361772,2663826.7414100855
1997-08-07T11:34:06.068000,1.29,-8009178.953614801,5769474.415358697,2663811.919034249
1997-08-07T11:34:39.401000,1.3,-8009207.72823359,5769445.020339083,2663797.5322634038
1997-08-07T11:35:12.734000,1.36,-8009236.501822925,5769415.624578773,2663783.145150616
1997-08-07T11:35:46.068000,1.32,-8009266.1462625,5769385.337263426,2663768.321707078
1997-08-07T11:36:19.401000,1.35,-8009294.917761822,5769355.939999373,2663753.933899884
1997-08-07T11:36:52.734000,1.36,-8009323.688231454,5769326.541994863,2663739.545750838
1997-08-07T11:37:26.068000,1.45,-8009353.329456915,5769296.252367004,2663724.721239538
1997-08-07T11:37:59.401000,1.38,-8009382.097836294,5769266.85285887,2663710.3323961454
1997-08-07T11:38:32.734000,1.35,-8009410.8651865795,5769237.452609922,2663695.943210721
1997-08-07T11:39:06.068000,1.38,-8009440.503197689,5769207.16066985,2663681.1176317194
1997-08-07T11:39:39.401000,1.34,-8009469.268457722,5769177.758917279,2663666.7277520387
1997-08-07T11:40:12.734000,1.37,-8009498.032688184,5769148.35642419,2663652.337530356
1997-08-07T11:40:46.067000,1.33,-8009527.667484939,5769118.062171905,2663637.5108837415
1997-08-07T11:41:19.401000,1.33,-8009556.429625148,5769088.658175193,2663623.119967802
1997-08-07T11:41:52.734000,1.41,-8009585.190735787,5769059.253437905,2663608.7287098905
1997-08-07T11:42:26.067000,1.37,-8009614.822318548,5769028.9568732865,2663593.9009956336
1997-08-07T11:42:59.401000,1.33,-8009643.581339053,5768999.550632315,2663579.5090434058
1997-08-07T11:43:32.734000,1.32,-8009672.339329987,5768970.143650887,2663565.116749265
1997-08-07T11:44:06.067000,1.28,-8009701.967698395,5768939.8447741745,2663550.287967337
1997-08-07T11:44:39.401000,1.23,-8009730.723599077,5768910.436289182,2663535.894978999
1997-08-07T11:45:12.734000,1.25,-8009759.478470427,5768881.027063435,2663521.5016486007
1997-08-07T11:45:46.067000,1.25,-8009789.103624363,5768850.72587463,2663506.6717990595
1997-08-07T11:46:19.401000,1.28,-8009817.856405222,5768821.3151456155,2663492.277774523
1997-08-07T11:46:52.734000,1.31,-8009846.608156629,5768791.903675787,2663477.8834079546
1997-08-07T11:47:26.067000,1.3,-8009876.230096451,5768761.600174887,2663463.0524908607
1997-08-07T11:47:59.401000,1.26,-8009904.979757486,5768732.1872016145,2663448.6574300956
1997-08-07T11:48:32.734000,1.29,-8009933.728389069,5768702.773487943,2663434.262027358
1997-08-07T11:49:06.067000,1.33,-8009963.347114539,5768672.4676748905,2663419.4300426515
1997-08-07T11:49:39.401000,1.36,-8009992.09365575,5768643.052457656,2663405.0339457174
1997-08-07T11:50:12.734000,1.34,-8010020.839167511,5768613.636499905,2663390.6375068706
1997-08-07T11:50:46.067000,1.36,-8010050.454678508,5768583.328374817,2663375.804454611
1997-08-07T11:51:19.400000,1.38,-8010079.198099897,5768553.910913681,2663361.4073215374
1997-08-07T11:51:52.734000,1.41,-8010107.940491595,5768524.492711968,2663347.009846551
1997-08-07T11:52:26.067000,1.42,-8010137.55278824,5768494.182275024,2663332.175726828
1997-08-07T11:52:59.400000,1.39,-8010166.293089805,5768464.762569748,2663317.777557555
1997-08-07T11:53:32.734000,1.47,-8010195.032361799,5768435.342124074,2663303.3790464294
1997-08-07T11:54:06.067000,1.34,-8010224.641443853,5768405.029375215,2663288.5438591535
1997-08-07T11:54:39.400000,1.34,-8010253.378625475,5768375.607426096,2663274.1446538605
1997-08-07T11:55:12.734000,1.45,-8010282.11477717,5768346.184736639,2663259.7451066854
1997-08-07T11:55:46.067000,1.48,-8010311.72064499,5768315.869675866,2663244.908851886
1997-08-07T11:56:19.400000,1.38,-8010340.454706551,5768286.4454828445,2663230.5086105135
1997-08-07T11:56:52.734000,1.39,-8010369.187738541,5768257.020549486,2663216.108027228
1997-08-07T11:57:26.067000,1.43,-8010398.790391651,5768226.703176976,2663201.2707050256
1997-08-07T11:57:59.400000,1.46,-8010427.521333387,5768197.276740053,2663186.869427543
1997-08-07T11:58:32.734000,1.48,-8010456.251245315,5768167.849562852,2663172.467808208
1997-08-07T11:59:06.067000,1.42,-8010485.850683954,5768137.529878427,2663157.629418512
1997-08-07T11:59:39.400000,1.44,-8010514.5785055095,5768108.10119796,2663143.227105039
1997-08-07T12:00:12.733000,1.49,-8010543.305297496,5768078.671776857,2663128.8244496244
1997-08-07T12:00:46.067000,1.52,-8010572.901521543,5768048.349780696,2663113.984992524
1997-08-07T12:01:19.400000,1.54,-8010601.626223156,5768018.9188563265,2663099.5816430016
1997-08-07T12:01:52.733000,1.46,-8010630.34989496,5767989.48719168,2663085.177951596
1997-08-07T12:02:26.067000,1.43,-8010659.942904297,5767959.162883841,2663070.337427122
1997-08-07T12:02:59.400000,1.47,-8010688.664486088,5767929.72971569,2663055.93304152
1997-08-07T12:03:32.733000,1.4,-8010717.38503783,5767900.2958072005,2663041.528314094
1997-08-07T12:04:06.067000,1.43,-8010746.974832576,5767869.9691878045,2663026.686722216
1997-08-07T12:04:39.400000,1.54,-8010775.693293946,5767840.533776108,2663012.281300713
1997-08-07T12:05:12.733000,1.56,-8010804.410725866,5767811.097623837,2662997.875537297
1997-08-07T12:05:46.067000,1.49,-8010833.9973057825,5767780.768692764,2662983.032878045
1997-08-07T12:06:19.400000,1.49,-8010862.712647211,5767751.331037345,2662968.6264205514
1997-08-07T12:06:52.733000,1.54,-8010891.426958829,5767721.892641649,2662954.219621175
1997-08-07T12:07:26.067000,1.55,-8010921.010324274,5767691.56139884,2662939.375894549
1997-08-07T12:07:59.400000,1.5,-8010949.722545282,5767662.121499876,2662924.9684010646
1997-08-07T12:08:32.733000,1.47,-8010978.433736839,5767632.680860635,2662910.5605658167
1997-08-07T12:09:06.066000,1.46,-8011008.013887335,5767602.347306268,2662895.7157718763
1997-08-07T12:09:39.400000,1.5,-8011036.722988401,5767572.90516382,2662881.307242491
1997-08-07T12:10:12.733000,1.44,-8011065.4310596585,5767543.462280916,2662866.898371253
1997-08-07T12:10:46.066000,1.5,-8011095.007995564,5767513.126415111,2662852.052510028
1997-08-07T12:11:19.400000,1.48,-8011123.7139764475,5767483.682029,2662837.6429446526
1997-08-07T12:11:52.733000,1.44,-8011152.418927523,5767454.23690261,2662823.233037543
1997-08-07T12:12:26.066000,1.46,-8011181.992648599,5767423.898725427,2662808.3861090033
1997-08-07T12:12:59.400000,1.58,-8011210.695509183,5767394.452095831,2662793.9755078163
1997-08-07T12:16:31.400000,1.51,-8011395.065087839,5767205.26215423,2662701.390160321
1997-08-07T12:17:04.733000,1.53,-8011423.7603037115,5767175.810028373,2662686.977021285
1997-08-07T12:17:38.066000,1.61,-8011453.323994552,5767145.464639517,2662672.1267629126
1997-08-07T12:18:11.399000,1.57,-8011482.017119814,5767116.0110106915,2662657.712929859
1997-08-07T12:18:44.733000,1.53,-8011510.709215147,5767086.55664141,2662643.2987549817
1997-08-07T12:19:18.066000,1.52,-8011540.269691278,5767056.2089413535,2662628.4474293836
1997-08-07T12:19:51.399000,1.54,-8011568.9596961215,5767026.753068985,2662614.032560519
1997-08-07T12:20:24.733000,1.58,-8011597.648671274,5766997.296456517,2662599.61734983
1997-08-07T12:20:58.066000,1.65,-8011627.205932217,5766966.946445141,2662584.764957097
1997-08-07T12:21:31.399000,1.67,-8011655.892816759,5766937.488329644,2662570.34905242
1997-08-07T12:22:04.733000,1.63,-8011684.578671373,5766908.029473931,2662555.9328059494
1997-08-07T12:22:38.066000,1.58,-8011714.1327174865,5766877.677151235,2662541.0793460207
1997-08-07T12:23:11.399000,1.58,-8011742.81648161,5766848.2167924335,2662526.662405562
1997-08-07T12:23:44.733000,1.55,-8011771.499216042,5766818.755693412,2662512.2451232504
1997-08-07T12:24:18.066000,1.62,-8011801.050046969,5766788.401059756,2662497.3905962156
1997-08-07T12:24:51.399000,1.54,-8011829.730690673,5766758.938457828,2662482.972620035
1997-08-07T12:25:24.733000,1.56,-8011858.410304568,5766729.4751156205,2662468.554302031
1997-08-07T12:25:58.066000,1.61,-8011887.957920664,5766699.118170645,2662453.698707831
1997-08-07T12:26:31.399000,1.61,-8011916.635443829,5766669.653325469,2662439.2796958387
1997-08-07T12:27:04.732000,1.58,-8011945.311937303,5766640.187740136,2662424.8603421124
1997-08-07T12:27:38.066000,1.57,-8011974.856338213,5766609.8284841385,2662410.0036808364
1997-08-07T12:28:11.399000,1.57,-8012003.530740959,5766580.361395837,2662395.5836331216
1997-08-07T12:28:44.732000,1.63,-8012032.204113775,5766550.8935674345,2662381.163243733
1997-08-07T12:29:18.066000,1.57,-8012061.745299736,5766520.532000357,2662366.305515321
