Time,X,Y,Z
1997-08-27T16:40:53.404000,-7928771.550079198,3240177.1803765097,1455833.9108948007
1997-08-28T09:20:53.404000,-7858602.166318315,3119653.8013001173,1399049.9250301907
1997-08-29T02:00:53.404000,-7782747.574418961,2996881.960510274,1341257.7685056436
1997-08-29T18:40:53.404000,-7701012.050646138,2871854.071804847,1282456.1102903031
1997-08-30T11:20:53.404000,-7613182.841953226,2744562.351936149,1222643.7246698232
1997-08-31T04:00:53.404000,-7519028.111114109,2614999.021375877,1161819.6113025465
1997-08-31T20:40:53.404000,-7418294.553598682,2483156.563701072,1099983.1469791066
1997-09-01T13:20:53.404000,-7310704.632855852,2349028.0666376622,1037134.2810330149
1997-09-02T06:00:53.404000,-7195953.316326188,2212607.682846832,973273.793829952
1997-09-02T22:40:53.404000,-7073704.17594376,2073891.20890114,908403.6191103278
1997-09-03T15:20:53.404000,-6943584.749486061,1932876.8321738443,842527.2554494198
1997-09-04T08:00:53.404000,-6805180.903097545,1789564.6291040927,775653.1969233889
1997-09-05T00:40:53.404000,-6658030.421317707,1643961.4016774672,707789.1749231762
1997-09-05T17:20:53.404000,-6501614.264869108,1496080.5583526772,638944.9975685887
1997-09-06T10:00:53.404000,-6335346.877922137,1345943.3962260447,569137.6943424483
1997-09-07T02:40:53.404000,-6158563.350576755,1193583.060859829,498390.885542637
1997-09-07T19:20:53.404000,-5970503.470584418,1039048.8188345934,426737.01061475
1997-09-08T12:00:53.404000,-5770291.418856022,882411.9985522187,354220.4047752499
1997-09-09T04:40:53.404000,-5556908.461672808,723773.4685562045,280901.15004903317
1997-09-09T21:20:53.404000,-5329161.391396191,563278.5130058965,206862.67275614344
1997-09-10T14:00:53.404000,-5085633.128886309,401132.9046608395,132218.37077267154
1997-09-11T06:40:53.404000,-4824621.8845612565,237632.93539950807,57118.61062945362
1997-09-11T23:20:53.404000,-4544050.543639921,73194.09706011914,-18201.213017667542
1997-09-12T16:00:53.404000,-4241342.134453732,-91569.61842680642,-93417.22953701112
1997-09-13T08:40:53.404000,-3913233.9590848098,-255741.25842003315,-168052.93268533397
1997-09-14T01:20:53.404000,-3555493.3473735363,-417911.1964134685,-241384.959821936
1997-09-14T18:00:53.404000,-3162466.565867685,-575827.7554246952,-312270.80698653177
1997-09-15T10:40:53.404000,-2726331.144232835,-725704.5580644695,-378808.9910559931
1997-09-16T03:20:53.404000,-2235801.984636452,-860711.2150554826,-437602.4612999492
1997-09-16T20:00:53.404000,-1673815.7798751905,-967224.5212602715,-481939.8132052344
1997-09-17T12:40:53.404000,-1032466.1873985737,-998043.1089260873,-486971.48768529634
1997-09-18T05:20:53.404000,-265565.1446129264,-879517.8375778076,-418763.73209610744
1997-09-18T22:00:53.404000,537648.7707400315,-345944.8363838508,-154374.14208409507
1997-09-19T14:40:53.404000,695818.7412821238,569696.777586363,279682.58970018895
1997-09-20T07:20:53.404000,410372.01590196555,1252938.3845830802,597074.1831613845
1997-09-21T00:00:53.404000,44932.94100903249,1741852.0258934468,821602.1946118266
1997-09-21T16:40:53.404000,-326607.01701393834,2116398.029527287,992178.5459090046
1997-09-22T09:20:53.404000,-687622.7486938436,2416139.1263157404,1127669.7455007476
1997-09-23T02:00:53.404000,-1033863.1053684443,2662435.444898236,1238210.1146556863
1997-09-23T18:40:53.404000,-1364556.6129974872,2868123.125423321,1329861.278168439
1997-09-24T11:20:53.404000,-1680036.2157147042,3041563.1328481026,1406558.2017953885
1997-09-25T04:00:53.404000,-1980979.5743288826,3188539.0531787793,1471015.70419535
1997-09-25T20:40:53.404000,-2268140.025890363,3313240.330712804,1525196.119632196
1997-09-26T13:20:53.404000,-2542246.851542968,3418813.9143546517,1570570.8648278988
1997-09-27T06:00:53.404000,-2803969.9809720404,3507692.946107564,1608275.908822995
1997-09-27T22:40:53.404000,-3053910.8980021,3581803.3206695593,1639209.2484276597
1997-09-28T15:20:53.404000,-3292604.1849895036,3642699.9101798777,1664095.0856303554
1997-09-29T08:00:53.404000,-3520524.492366677,3691660.732684247,1683528.1811490546
1997-09-30T00:40:53.404000,-3738090.3457179656,3729749.738609697,1698003.2617017126
1997-09-30T17:20:53.404000,-3945671.083228918,3757864.339228038,1707937.3538916672
1997-10-01T10:00:53.404000,-4143592.337213018,3776769.6467980067,1713685.833468926
1997-10-02T02:40:53.404000,-4332140.885650299,3787124.1227982836,1715554.4357492933
1997-10-02T19:20:53.404000,-4511568.931022969,3789499.0834427024,1713808.3794089307
1997-10-03T12:00:53.404000,-4682097.895956348,3784393.950515658,1708679.4924979613
1997-10-04T04:40:53.404000,-4843921.501372057,3772248.2756509096,1700371.8299018992
1997-10-04T21:20:53.404000,-4997208.314537834,3753451.1754213083,1689066.079689622
1997-10-05T14:00:53.404000,-5142103.999928479,3728348.936276796,1674923.1113699325
1997-10-06T06:40:53.404000,-5278730.720494788,3697218.9511031182,1658071.8014964904
1997-10-06T23:20:53.404000,-5407195.88139984,3660318.4606922134,1638627.8904952174
1997-10-07T16:00:53.404000,-5527586.7315495955,3617951.5816235333,1616736.9872129748
1997-10-08T08:40:53.404000,-5639973.179870379,3570345.530875159,1592505.0608163965
1997-10-09T01:20:53.404000,-5744408.9134276,3517706.769131609,1566028.5573377763
1997-10-09T18:00:53.404000,-5840932.0333191855,3460223.478217887,1537395.557110464
1997-10-10T10:40:53.404000,-5929565.600410306,3398067.683436802,1506686.7660049044
1997-10-11T03:20:53.404000,-6010318.02123759,3331397.151979919,1473976.4037112857
1997-10-11T20:00:53.404000,-6083183.178966328,3260357.005986462,1439332.9620334106
1997-10-12T12:40:53.404000,-6148140.438387934,3185081.0801231177,1402819.844985035
1997-10-13T05:20:53.404000,-6205154.540053261,3105693.1217507655,1364495.9360225261
1997-10-13T22:00:53.404000,-6254175.386130067,3022307.869367086,1324416.1094883294
1997-10-14T14:40:53.404000,-6295137.678608416,2935032.0592276542,1282631.7107368938
1997-10-15T07:20:53.404000,-6327960.347131416,2843965.3232161356,1239190.9884088405
1997-10-16T00:00:53.404000,-6352545.802194965,2749200.7799417255,1194140.0856543176
1997-10-16T16:40:53.404000,-6368779.0431201,2650826.9604033963,1147520.4434964901
1997-10-17T09:20:53.404000,-6376526.540417892,2548926.311714419,1099374.4655674924
1997-10-18T02:00:53.404000,-6375634.976239235,2443577.6904814374,1049741.7627359836
1997-10-18T18:40:53.404000,-6365922.29888494,2334858.362675843,998666.1612566407
1997-10-19T11:20:53.404000,-6346761.017770722,2223028.5673673204,946595.0520199175
1997-10-20T04:00:53.404000,-6318209.974531097,2108040.84745944,893300.4234243507
1997-10-20T20:40:53.404000,-6280168.711400308,1989892.8040561383,838667.0081766626
1997-10-21T13:20:53.404000,-6232352.619458529,1868654.210148698,782731.5339656105
1997-10-22T06:00:53.404000,-6174441.119057361,1744395.9130371173,725531.7444445166
1997-10-22T22:40:53.404000,-6106072.553153165,1617190.883340924,667106.9438315753
1997-10-23T15:20:53.404000,-6026838.792447682,1487116.2158643838,607499.0336687533
1997-10-24T08:00:53.404000,-5936278.132546301,1354255.1151223527,546753.5426305309
1997-10-25T00:40:53.404000,-5833866.7179915635,1218699.395337564,484920.91739427473
1997-10-25T17:20:53.404000,-5719007.975928387,1080552.8077016766,422058.22877347993
1997-10-26T10:00:53.404000,-5591019.254161549,939935.4213519561,358231.4114862647
1997-10-27T02:40:53.404000,-5449114.868453307,796989.3840088581,293518.2003707226
1997-10-27T19:20:53.404000,-5292384.436135496,651886.6810347876,228012.0666130065
1997-10-28T12:00:53.404000,-5119764.943674777,504839.90080620215,161827.64839701704
1997-10-29T04:40:53.404000,-4930003.926494056,356117.582721093,95108.45085009618
1997-10-29T21:20:53.404000,-4721608.510544428,206066.08916695876,28037.60709615269
1997-10-30T14:00:53.404000,-4492771.807103576,55142.2237445139,-39146.732346367244
1997-10-31T06:40:53.404000,-4241302.693561858,-96033.36501346799,-106121.56483992549
1997-10-31T23:20:53.404000,-3964459.914705024,-246599.78390375714,-172445.21380403847
1997-11-01T16:00:53.404000,-3658757.127171997,-395322.4390062503,-237490.70384906675
1997-11-02T08:40:53.404000,-3319646.8068128307,-540362.3851455551,-300333.4714559829
1997-11-03T01:20:53.404000,-2941009.2291487865,-678847.3750487111,-359543.6313937593
1997-11-03T18:00:53.404000,-2514283.307786702,-806008.3183295059,-412770.0971328565
1997-11-04T10:40:53.404000,-2026910.8311378995,-913245.2326217924,-455814.8154056561
1997-11-05T03:20:53.404000,-1459464.9918032743,-983112.0716508203,-480248.9839229412
1997-11-05T20:00:53.404000,-781169.5602198472,-973365.2587439403,-465898.29118653934
1997-11-06T12:40:53.404000,36758.908008078135,-751645.2337001382,-350528.39789097407
1997-11-07T05:20:53.404000,674844.2556226498,6841.690040125911,17210.376919839913
1997-11-07T22:00:53.404000,548318.4586805364,859915.5517526491,417810.78284497844
1997-11-08T14:40:53.404000,174551.8246384308,1434672.1528517974,681738.7325505479
1997-11-09T07:20:53.404000,-228196.58725702876,1843002.6278900246,866402.6803492964
1997-11-10T00:00:53.404000,-620663.122419935,2151133.7635520836,1003914.4040570358
1997-11-10T16:40:53.404000,-994451.0105111325,2391639.2780724736,1109862.2967006788
1997-11-11T09:20:53.404000,-1348108.8256960663,2582835.277975128,1192921.7743214292
1997-11-12T02:00:53.404000,-1682101.061746523,2735976.621042179,1258401.192869442
1997-11-12T18:40:53.404000,-1997409.401399441,2858533.6792465537,1309811.1408135782
1997-11-13T11:20:53.404000,-2295093.595477868,2955755.0949082584,1349610.5567184938
1997-11-14T04:00:53.404000,-2576147.4876172356,3031487.5835772697,1379597.075248459
1997-11-14T20:40:53.404000,-2841459.7356214775,3088647.601202189,1401130.8151616903
1997-11-15T13:20:53.404000,-3091808.674784402,3129507.913168097,1415269.9279904454
1997-11-16T06:00:53.404000,-3327868.994575885,3155879.8806299223,1422856.6197743563
1997-11-16T22:40:53.404000,-3550222.4629773214,3169234.2771689533,1424574.0382713224
1997-11-17T15:20:53.404000,-3759368.9901408767,3170784.4257033113,1420985.339267281
1997-11-18T08:00:53.404000,-3955736.7467385675,3161545.0668091015,1412561.3007250612
1997-11-19T00:40:53.404000,-4139690.844724035,3142375.142492235,1399700.3642586782
1997-11-19T17:20:53.404000,-4311540.5138987405,3114009.4294940964,1382743.4375711277
1997-11-20T10:00:53.404000,-4471545.031073641,3077082.4235081454,1361985.0607693128
1997-11-21T02:40:53.404000,-4619918.426988032,3032146.6318834834,1337681.9556674138
1997-11-21T19:20:53.404000,-4756833.275884135,2979686.7242591423,1310059.7015497042
1997-11-22T12:00:53.404000,-4882423.915890299,2920130.818290197,1279318.0403016906
1997-11-23T04:40:53.404000,-4996789.384425048,2853859.395793324,1245634.5253275759
1997-11-23T21:20:53.404000,-5099994.536913254,2781212.9024544745,1209168.724905866
1997-11-24T14:00:53.404000,-5192071.463130738,2702497.6284350036,1170064.7405394453
1997-11-25T06:40:53.404000,-5273020.25214597,2617990.681095741,1128453.5412846603
1997-11-25T23:20:53.404000,-5342809.347799435,2527944.2725328044,1084454.982338559
1997-11-26T16:00:53.404000,-5401375.333818915,2432589.418940559,1038179.5574670437
1997-11-27T08:40:53.404000,-5448605.518405786,2332147.135410616,989754.8538559335
1997-11-28T01:20:53.404000,-5484381.313919843,2226809.763526438,939260.0615531832
1997-11-28T18:00:53.404000,-5508542.601471406,2116759.998276757,886778.084342713
1997-11-29T10:40:53.404000,-5520885.798795322,2002172.838810525,832395.7702467291
1997-11-30T03:20:53.404000,-5521166.311557194,1883215.475881811,776197.1191795588
1997-11-30T20:00:53.404000,-5509094.626843719,1760049.7640438455,718264.530579501
1997-12-01T12:40:53.404000,-5484331.317273464,1632834.7639240252,658680.107920521
1997-12-02T05:20:53.404000,-5446480.829142124,1501729.4418118964,597527.0619231348
1997-12-02T22:00:53.404000,-5395083.934580986,1366895.7807221166,534891.3347858052
1997-12-03T14:40:53.404000,-5329608.310396674,1228502.5823719222,470863.588975426
1997-12-04T07:20:53.404000,-5249435.827441111,1086729.545572609,405541.3862916729
1997-12-05T00:00:53.404000,-5153849.193596767,941774.4009075826,339032.8505204452
1997-12-05T16:40:53.404000,-5042012.183885984,793860.3016032684,271460.56071001
1997-12-06T09:20:53.404000,-4912943.550315508,643245.1685416457,202966.4899750735
1997-12-07T02:00:53.404000,-4765485.255239995,490236.1732898273,133719.50503764846
1997-12-07T18:40:53.404000,-4598259.572444889,335209.67617848195,63925.66188444473
1997-12-08T11:20:53.404000,-4409610.887751682,178640.4169241494,-6156.8122376920555
1997-12-09T04:00:53.404000,-4197524.625412845,21145.174957019975,-76195.23052304392
1997-12-09T20:40:53.404000,-3959512.130881376,-136450.0137109899,-145748.33296302418
1997-12-10T13:20:53.404000,-3692442.9812917956,-293001.6626147957,-214211.73835913168
1997-12-11T06:00:53.404000,-3392291.6616026554,-446866.3051169611,-280726.52621965186
1997-12-11T22:40:53.404000,-3053739.859130934,-595574.8610151117,-344017.25927568926
1997-12-12T15:20:53.404000,-2669523.228397733,-735208.0405161787,-402083.54615987715
1997-12-13T08:00:53.404000,-2229301.8449734864,-859083.9201131995,-451556.92746079946
1997-12-14T00:40:53.404000,-1717624.2866756509,-954640.6067445843,-486186.6151782908
1997-12-14T17:20:53.404000,-1110382.2274502078,-994654.3892089822,-492619.2734771223
1997-12-15T10:00:53.404000,-373086.788325307,-905541.2016983726,-435398.0371451678
1997-12-16T02:40:53.404000,437070.46006919816,-442238.21860783565,-200620.2773532739
1997-12-16T19:20:53.404000,630067.8378147245,498130.4680292129,245264.3628987276
1997-12-17T12:00:53.404000,265495.57422688865,1201168.3146500748,566190.0964700046
1997-12-18T04:40:53.404000,-173528.8911539509,1674467.2599654926,778348.8508285623
1997-12-18T21:20:53.404000,-603749.9779960221,2023602.0698156068,932710.3298960116
1997-12-19T14:00:53.404000,-1012283.7143718627,2295994.023108848,1051675.6689498387
1997-12-20T06:40:53.404000,-1398041.939784224,2515609.6369622857,1146457.2362608148
1997-12-20T23:20:53.404000,-1762376.1735899595,2696233.1220356617,1223463.9588758834
1997-12-21T16:00:53.404000,-2107073.921382995,2846585.610574266,1286732.724167772
1997-12-22T08:40:53.404000,-2433801.152587723,2972536.9470830206,1338970.1875420758
1997-12-23T01:20:53.404000,-2744032.653136223,3078266.075350418,1382097.6722560385
1997-12-23T18:00:53.404000,-3039042.6870576222,3166869.2907429147,1417535.2600890386
1997-12-24T10:40:53.404000,-3319921.8289228445,3240711.48036092,1446365.2249957873
1997-12-25T03:20:53.404000,-3587604.7889378527,3301645.879159489,1469434.0800304045
1997-12-25T20:00:53.404000,-3842896.0931171365,3351156.0753735877,1487418.364212376
1997-12-26T12:40:53.404000,-4086491.685216946,3390451.2859792644,1500868.69347979
1997-12-27T05:20:53.404000,-4318996.701641727,3420532.2343946644,1510240.1622869251
1997-12-27T22:00:53.404000,-4540940.063581309,3442238.157616256,1515913.997060139
1997-12-28T14:40:53.404000,-4752786.231177273,3456281.145271884,1518213.3516015767
1997-12-29T07:20:53.404000,-4954944.6236059265,3463271.6262030383,1517415.018280848
1997-12-30T00:00:53.404000,-5147777.283858782,3463737.5862967204,1513758.2483174184
1997-12-30T16:40:53.404000,-5331605.244444469,3458139.329689156,1507451.5159237625
1997-12-31T09:20:53.404000,-5506713.858268146,3446881.0859222338,1498677.8300165886
1998-01-01T02:00:53.404000,-5673357.163122958,3430320.210664201,1487598.9421115287
1998-01-01T18:40:53.404000,-5831761.501037628,3408774.5176586425,1474358.6969832585
1998-01-02T11:20:53.404000,-5982128.5434529465,3382528.217109691,1459085.744847162
1998-01-03T04:00:53.404000,-6124637.800924375,3351836.7242388856,1441895.736403288
1998-01-03T20:40:53.404000,-6259448.806024355,3316930.61600434,1422893.1263240606
1998-01-04T13:20:53.404000,-6386702.989759689,3278018.9594901646,1402172.689080207
1998-01-05T06:00:53.404000,-6506525.243327629,3235292.1160998596,1379820.7966222663
1998-01-05T22:40:53.404000,-6619025.198896693,3188924.093241242,1355916.491173457
1998-01-06T15:20:53.404000,-6724298.298983364,3139074.4950929144,1330532.374903106
1998-01-07T08:00:53.404000,-6822426.766856602,3085890.1940639713,1303735.3706004347
1998-01-08T00:40:53.404000,-6913480.437525581,3029506.808302788,1275587.3945062382
1998-01-08T17:20:53.404000,-6997516.417222136,2970048.7970107584,1246145.3655914138
1998-01-09T10:00:53.404000,-7074582.563909482,2907633.987063982,1215463.369758801
1998-01-10T02:40:53.404000,-7144715.222490813,2842371.4336428763,1183591.5960049506
1998-01-10T19:20:53.404000,-7207940.199194335,2774363.018285973,1150577.0899036548
1998-01-11T12:00:53.404000,-7264273.147867398,2703704.345644973,1116464.1694128476
1998-01-12T04:40:53.404000,-7313719.754682395,2630485.4321480407,1081294.7424148067
1998-01-12T21:20:53.404000,-7356275.686785466,2554791.6157599753,1045108.7170122662
1998-01-13T14:00:53.404000,-7391926.969913482,2476703.3146136114,1007943.9265234869
1998-01-14T06:40:53.404000,-7420649.541702168,2396297.239441728,969836.6634266659
1998-01-14T23:20:53.404000,-7442409.235270608,2313646.699313968,930821.8319032606
1998-01-15T16:00:53.404000,-7457161.590615304,2228822.0333924987,890933.1549070745
1998-01-16T08:40:53.404000,-7464851.563371177,2141891.054797305,850203.387176757
1998-01-17T01:20:53.404000,-7465413.121138565,2052919.488591575,808664.5279139037
1998-01-17T18:00:53.404000,-7458768.585648256,1961971.6461251269,766348.4430955305
1998-01-18T10:40:53.404000,-7444828.707798974,1869109.5579081643,723285.3702781958
1998-01-19T03:20:53.404000,-7423490.81432461,1774395.5952257777,679506.6798051206
1998-01-19T20:00:53.404000,-7394638.885176397,1677891.2822610494,635043.4065448564
1998-01-20T12:40:53.404000,-7358142.284766283,1579658.2612932334,589926.9320712821
1998-01-21T05:20:53.404000,-7313854.541358256,1479758.7875223153,544189.2402709416
1998-01-21T22:00:53.404000,-7261611.993334048,1378256.2757907317,497863.19938319694
1998-01-22T14:40:53.404000,-7201232.207606858,1275215.944865201,450982.8940947475
1998-01-23T07:20:53.404000,-7132509.590616016,1170704.0854303467,403583.3295340932
1998-01-24T00:00:53.404000,-7055216.353135849,1064790.7529404704,355701.7217389281
1998-01-24T16:40:53.404000,-6969105.486593452,957554.0253693206,307379.5197482065
1998-01-25T09:20:53.404000,-6873897.014302454,849074.9523928118,258660.14485595145
1998-01-26T02:00:53.404000,-6769278.765023109,739441.4886163622,209590.88380317882
1998-01-26T18:40:53.404000,-6654902.096560776,628750.1972790573,160223.7685994563
1998-01-27T11:20:53.404000,-6530376.737263507,517108.42283788894,110616.69366932548
1998-01-28T04:00:53.404000,-6395263.553095524,404636.54024680273,60834.6020187632
1998-01-28T20:40:53.404000,-6249068.539889686,291472.18623140256,10951.598847750702
1998-01-29T13:20:53.404000,-6091233.048706063,177774.37128499922,-38946.93733756127
1998-01-30T06:00:53.404000,-5921120.600241263,63728.27789511549,-88761.86684589031
1998-01-30T22:40:53.404000,-5738002.838685206,-50447.07837670362,-138376.42489095562
1998-01-31T15:20:53.404000,-5541040.649317097,-164489.0866479497,-187651.28797693743
1998-02-01T08:00:53.404000,-5329259.780009126,-278078.3309048332,-236417.9214944854
1998-02-02T00:40:53.404000,-5101518.984593121,-390820.28448727314,-284469.4004030429
1998-02-02T17:20:53.404000,-4856467.665040615,-502219.4179433803,-331547.48132278473
1998-02-03T10:00:53.404000,-4592488.6321034115,-611641.4663727615,-377323.8515596287
1998-02-04T02:40:53.404000,-4307618.305702447,-718256.6922485265,-421371.9885140855
1998-02-04T19:20:53.404000,-3999432.583000024,-820952.3408345657,-463123.91615722625
1998-02-05T12:00:53.404000,-3664879.623406024,-918190.940910929,-501801.4611454972
1998-02-06T04:40:53.404000,-3300026.657482571,-1007771.4594269359,-536298.8845287827
1998-02-06T21:20:53.404000,-2899660.0898027564,-1086397.9075343101,-564973.8887888412
1998-02-07T14:00:53.404000,-2456627.567842948,-1148840.2551883045,-585242.9166219132
1998-02-08T06:40:53.404000,-1960709.0495217112,-1186129.518382715,-592716.366668397
1998-02-08T23:20:53.404000,-1396679.1269856305,-1181105.8345983485,-579082.4361760983
1998-02-09T16:00:53.404000,-741828.5010590765,-1095119.2762861894,-525851.8012706591
1998-02-10T08:40:53.404000,22097.59996315463,-817245.7095277059,-380900.10215073905
1998-02-11T01:20:53.404000,639004.1882227854,-51940.93551116132,-12289.831669932004
1998-02-11T18:00:53.404000,462044.54309168813,836200.7165492013,397648.7371797857
1998-02-12T10:40:53.404000,16016.204368264085,1403193.3986809459,653165.7624608848
1998-02-13T03:20:53.404000,-442854.7139881492,1789239.9887800869,824255.1050162938
1998-02-13T20:00:53.404000,-878871.1038022133,2073056.2811854456,948204.2034753765
1998-02-14T12:40:53.404000,-1287722.6408331266,2290774.7133151395,1041904.5921584415
1998-02-15T05:20:53.404000,-1670630.8431583946,2461645.4084270154,1114290.3579143933
1998-02-15T22:00:53.404000,-2029766.0959407634,2597176.829208411,1170675.774834216
1998-02-16T14:40:53.404000,-2367252.679295808,2704844.2726226402,1214499.4235781794
1998-02-17T07:20:53.404000,-2684952.7508157436,2789807.26059768,1248127.2932755516
1998-02-18T00:00:53.404000,-2984449.8632703414,2855794.9531120663,1273265.0513696703
1998-02-18T16:40:53.404000,-3267081.7751957052,2905602.2991420985,1291188.2711197836
1998-02-19T09:20:53.404000,-3533980.2818986797,2941386.358429306,1302879.558670692
1998-02-20T02:00:53.404000,-3786107.0617157095,2964852.351508255,1309114.450410946
1998-02-20T18:40:53.404000,-4024283.531981283,2977375.6641897648,1310517.6240209294
1998-02-21T11:20:53.404000,-4249214.765630094,2980084.7114097844,1307601.0095570693
1998-02-22T04:00:53.404000,-4461508.626852055,2973918.831490832,1300790.3711789688
1998-02-22T20:40:53.404000,-4661691.16428764,2959669.94233911,1290444.4023521834
1998-02-23T13:20:53.404000,-4850218.982066926,2938013.202721982,1276868.7601695503
1998-02-24T06:00:53.404000,-5027489.166798824,2909530.0775826583,1260326.612006239
1998-02-24T22:40:53.404000,-5193847.123160032,2874725.8630100517,1241046.6456441616
1998-02-25T15:20:53.404000,-5349592.979852793,2834043.114354869,1219229.1985953387
1998-02-26T08:00:53.404000,-5494986.978243891,2787872.273218459,1195051.1016841286
1998-02-27T00:40:53.404000,-5630253.864281885,2736560.1725624893,1168669.5539513037
1998-02-27T17:20:53.404000,-5755586.499222279,2680416.8801272037,1140225.23921064
1998-02-28T10:00:53.404000,-5871148.806158069,2619721.3097367473,1109844.8821357945
1998-03-01T02:40:53.404000,-5977078.099341476,2554725.804315681,1077643.3376780131
1998-03-01T19:20:53.404000,-6073486.99142696,2485659.9250885616,1043725.3190013054
1998-03-02T12:00:53.404000,-6160464.936165097,2412733.6238877056,1008186.8446417722
1998-03-03T04:40:53.404000,-6238079.493454097,2336139.945625691,971116.4717450518
1998-03-03T21:20:53.404000,-6306377.265129806,2256057.399404374,932596.3821675882
1998-03-04T14:00:53.404000,-6365384.45933646,2172651.9513058215,892703.2998472799
1998-03-05T06:40:53.404000,-6415107.302915106,2086078.7377001091,851509.2800635472
1998-03-05T23:20:53.404000,-6455531.223357268,1996483.0996878047,809082.1779937056
1998-03-06T16:00:53.404000,-6486623.485956427,1904003.3962786575,765486.9779266554
1998-03-07T08:40:53.404000,-6508331.231975415,1808771.4487420095,720785.9913493952
1998-03-08T01:20:53.404000,-6520580.566887433,1710913.601225778,675039.3578065044
1998-03-08T18:00:53.404000,-6523276.402727166,1610551.916135254,628305.604442907
1998-03-09T10:40:53.404000,-6516301.071766673,1507805.7713002246,580642.4403317834
1998-03-10T03:20:53.404000,-6499513.102667096,1402792.9166341308,532107.2648347447
1998-03-10T20:00:53.404000,-6472745.905912405,1295630.3860385653,482757.59680775274
1998-03-11T12:40:53.404000,-6435805.544459774,1186436.0307880787,432651.8402397278
1998-03-12T05:20:53.404000,-6388468.1572572775,1075329.8975759046,381849.9733386601
1998-03-12T22:00:53.404000,-6330476.948439281,962435.7853721792,330414.3280272825
1998-03-13T14:40:53.404000,-6261538.540626736,847883.0656093402,278410.50359614904
1998-03-14T07:20:53.404000,-6181322.6632480435,731810.4891203218,225915.09972312537
1998-03-15T00:00:53.404000,-6089446.164280423,614363.2723190393,172992.3037853999
1998-03-15T16:40:53.404000,-5985473.614286605,495702.8551531299,119729.72446557373
1998-03-16T09:20:53.404000,-5868910.049122579,376007.4839328352,66219.41570300495
1998-03-17T02:00:53.404000,-5739189.236774703,255477.63859110052,12565.089461369407
1998-03-17T18:40:53.404000,-5595661.289468534,134342.30210101404,-41114.74099060701
1998-03-18T11:20:53.404000,-5437577.07216676,12867.363222333837,-94682.56478126632
1998-03-19T04:00:53.404000,-5264067.973347743,-108633.20088659153,-147976.29696155252
1998-03-19T20:40:53.404000,-5074119.772651924,-229782.26361545408,-200801.79011406147
1998-03-20T13:20:53.404000,-4866537.269891496,-350118.4650314684,-252922.44751092943
1998-03-21T06:00:53.404000,-4639901.054262595,-469067.2738899345,-304044.77366959007
1998-03-21T22:40:53.404000,-4392504.410787005,-585896.6393391367,-353796.721076485
1998-03-22T15:20:53.404000,-4122265.1506669265,-699652.5953329965,-401696.11675234145
1998-03-23T08:00:53.404000,-3826602.18879906,-809057.7304351208,-447101.1331463505
1998-03-24T00:40:53.404000,-3502252.3624585522,-912346.3794324095,-489130.25145836413
1998-03-24T17:20:53.404000,-3144990.809810057,-1006983.0613104976,-526526.1484116508
1998-03-25T10:00:53.404000,-2749189.232530684,-1089149.7774654992,-557409.0992776348
1998-03-26T02:40:53.404000,-2307087.1983544813,-1152730.4438729363,-578791.1942502967
1998-03-26T19:20:53.404000,-1807545.9753955698,-1187076.3431340917,-585514.0765539181
1998-03-27T12:00:53.404000,-1233986.993498414,-1171321.7007654775,-567563.8536792402
1998-03-28T04:40:53.404000,-562741.8532621713,-1056639.2993358087,-501798.56417955656
1998-03-28T21:20:53.404000,207716.74375123423,-696623.7743536378,-320107.5345427691
1998-03-29T14:00:53.404000,657811.9242365048,182930.59454705965,97422.17706429126
1998-03-30T06:40:53.404000,346587.2895236482,997903.1464092461,474418.3090277878
1998-03-30T23:20:53.404000,-121897.42556588243,1517363.6637019252,709964.8245264303
1998-03-31T16:00:53.404000,-585581.5042886288,1883912.2940943944,873843.0299737442
1998-04-01T08:40:53.404000,-1023878.7628010032,2162340.4867971945,996817.5651859093
1998-04-02T01:20:53.404000,-1435552.913255841,2383061.6163190636,1093177.9221096889
1998-04-02T18:00:53.404000,-1822730.1214157694,2562575.3595783236,1170629.8368167174
1998-04-03T10:40:53.404000,-2187892.6170253563,2710879.9299428873,1233822.0846631252
1998-04-04T03:20:53.404000,-2533263.6266538138,2834526.754294927,1285790.0409464114
1998-04-04T20:00:53.404000,-2860739.932254513,2938069.165963242,1328637.317015203
1998-04-05T12:40:53.404000,-3171913.1429033796,3024814.313121265,1363888.0481216514
1998-04-06T05:20:53.404000,-3468120.0224919026,3097249.6987635866,1392686.184308039
1998-04-06T22:00:53.404000,-3750489.962365177,3157299.881282914,1415915.124575639
1998-04-07T14:40:53.404000,-4019984.476487489,3206489.051156019,1434273.3181999412
1998-04-08T07:20:53.404000,-4277428.365268962,3246048.2591831256,1448324.0409812995
1998-04-09T00:00:53.404000,-4523534.149454123,3276988.2653202047,1458529.1563282511
1998-04-09T16:40:53.404000,-4758921.599388299,3300150.7726864433,1465272.8166781422
1998-04-10T09:20:53.404000,-4984133.19837487,3316245.4597467086,1468878.5705966696
1998-04-11T02:00:53.404000,-5199645.448021816,3325876.9585632635,1469621.9897289497
1998-04-11T18:40:53.404000,-5405880.947945246,3329565.9882302885,1467739.9508666417
1998-04-12T11:20:53.404000,-5603215.632182791,3327764.692899438,1463437.9897056515
1998-04-13T04:00:53.404000,-5791983.979576252,3320868.405181439,1456895.7779580746
